sample_id,created_at,psa_grade,card_title,notes,front_image,back_image
sample_20260330_015047_671907_ebay,2026-03-30T01:50:48.050316,10.0,2026 TOPPS CHROME x Cactus Jack NBA ALLSTAR STEPHEN CURRY /10 BLACK PSA 10 POP 1,eBay auto-import. Query: 2025 topps chrome basketball psa,sample_20260330_015047_671907_ebay_front.jpg,sample_20260330_015047_671907_ebay_back.jpg
sample_20260330_015048_050644_ebay,2026-03-30T01:50:48.448085,10.0,Victor Wembanyama Topps Chrome Serenity Refractor PSA 10 Gem Mint #SY-1 2025-26,eBay auto-import. Query: 2025 topps chrome basketball psa,sample_20260330_015048_050644_ebay_front.jpg,sample_20260330_015048_050644_ebay_back.jpg
sample_20260330_015048_448406_ebay,2026-03-30T01:50:48.816664,10.0,2025-26 Topps Chrome Paradox Tre Johnson III #PX-26 Rookie RC PSA 10,eBay auto-import. Query: 2025 topps chrome basketball psa,sample_20260330_015048_448406_ebay_front.jpg,sample_20260330_015048_448406_ebay_back.jpg
sample_20260330_015048_817994_ebay,2026-03-30T01:50:49.704239,10.0,2025 TOPPS CHROME CEDRIC COWARD AUTOGRAPH ISSUE ROOKIES  PSA 10,eBay auto-import. Query: 2025 topps chrome basketball psa,sample_20260330_015048_817994_ebay_front.jpg,sample_20260330_015048_817994_ebay_back.jpg
sample_20260330_015049_704576_ebay,2026-03-30T01:50:50.020433,10.0,2025 TOPPS CHROME REFRACTOR #254 KON KNUEPPEL ROOKIE RC PSA 10,eBay auto-import. Query: 2025 topps chrome basketball psa,sample_20260330_015049_704576_ebay_front.jpg,sample_20260330_015049_704576_ebay_back.jpg
sample_20260330_015050_021357_ebay,2026-03-30T01:50:50.361734,10.0,Kon Knueppel GEM PSA 10 - 2025 Topps Chrome #254 X-Fractor (RC) X Fractor,eBay auto-import. Query: 2025 topps chrome basketball psa,sample_20260330_015050_021357_ebay_front.jpg,sample_20260330_015050_021357_ebay_back.jpg
sample_20260330_015050_363039_ebay,2026-03-30T01:50:50.738594,10.0,2025-26 Topps Chrome - Glass Canvas Kevin Durant - Gem Mint! PSA 10,eBay auto-import. Query: 2025 topps chrome basketball psa,sample_20260330_015050_363039_ebay_front.jpg,sample_20260330_015050_363039_ebay_back.jpg
sample_20260330_015050_738903_ebay,2026-03-30T01:50:51.171342,10.0,Ace Bailey 2025 Topps Chrome Sleek Finishers RC Orange Geo Refractor /25 Psa 10,eBay auto-import. Query: 2025 topps chrome basketball psa,sample_20260330_015050_738903_ebay_front.jpg,sample_20260330_015050_738903_ebay_back.jpg
sample_20260330_015051_171624_ebay,2026-03-30T01:50:51.571556,10.0,Cooper Flagg 2025 Topps Chrome True Rookie Auto RC Psa 10 Auto 10 Dual Gem Mint,eBay auto-import. Query: 2025 topps chrome basketball psa,sample_20260330_015051_171624_ebay_front.jpg,sample_20260330_015051_171624_ebay_back.jpg
sample_20260330_015051_571883_ebay,2026-03-30T01:50:51.793634,10.0,2025 TOPPS CHROME CHROMOGRAPHS ROOKIES PURPLE REFRACTOR KON KNUEPPEL 8/75 PSA 10,eBay auto-import. Query: 2025 topps chrome basketball psa,sample_20260330_015051_571883_ebay_front.jpg,sample_20260330_015051_571883_ebay_back.jpg
sample_20260330_015051_793904_ebay,2026-03-30T01:50:52.142789,10.0,2025 TOPPS CHROME ANTHONY EDWARDS INSPIRATIONAL-AQUA REF 189/199 PSA 10 POP 1,eBay auto-import. Query: 2025 topps chrome basketball psa,sample_20260330_015051_793904_ebay_front.jpg,sample_20260330_015051_793904_ebay_back.jpg
sample_20260330_015052_143078_ebay,2026-03-30T01:50:52.501661,10.0,2025 Topps Chrome Jalen Brunson Red Geometric Auto /5 On Card Psa 10,eBay auto-import. Query: 2025 topps chrome basketball psa,sample_20260330_015052_143078_ebay_front.jpg,sample_20260330_015052_143078_ebay_back.jpg
sample_20260330_015052_503177_ebay,2026-03-30T01:50:52.870134,10.0,2025 TOPPS CHROME SAPPHIRE ED INFINITE SAPPHIRE #IS-11 COOPER FLAGG PSA 10,eBay auto-import. Query: 2025 topps chrome basketball psa,sample_20260330_015052_503177_ebay_front.jpg,sample_20260330_015052_503177_ebay_back.jpg
sample_20260330_015052_870363_ebay,2026-03-30T01:50:53.252570,10.0,2025-26 Topps Chrome Cooper Flagg #251 RC PSA 10,eBay auto-import. Query: 2025 topps chrome basketball psa,sample_20260330_015052_870363_ebay_front.jpg,sample_20260330_015052_870363_ebay_back.jpg
sample_20260330_015053_252824_ebay,2026-03-30T01:50:53.592250,10.0,2025 TOPPS CHROME BLUE MOJO REFRACTOR #TC-SC STEPHON CASTLE /150 PSA 10 POP 1!!!,eBay auto-import. Query: 2025 topps chrome basketball psa,sample_20260330_015053_252824_ebay_front.jpg,sample_20260330_015053_252824_ebay_back.jpg
sample_20260330_015053_592813_ebay,2026-03-30T01:50:54.179645,10.0,2025-26 Topps Chrome - Kon Knueppel #254 X-Fractor PSA 10,eBay auto-import. Query: 2025 topps chrome basketball psa,sample_20260330_015053_592813_ebay_front.jpg,sample_20260330_015053_592813_ebay_back.jpg
sample_20260330_015054_179912_ebay,2026-03-30T01:50:54.626383,10.0,Topps 2025-26 Chrome Cooper Flagg #251 X-Fractor PSA 10 Rookie Mavericks,eBay auto-import. Query: 2025 topps chrome basketball psa,sample_20260330_015054_179912_ebay_front.jpg,sample_20260330_015054_179912_ebay_back.jpg
sample_20260330_015054_627345_ebay,2026-03-30T01:50:54.960510,10.0,2025 Topps Chrome Silver Pack Rookie Cooper Flagg #TC-CF Mavericks PSA 10,eBay auto-import. Query: 2025 topps chrome basketball psa,sample_20260330_015054_627345_ebay_front.jpg,sample_20260330_015054_627345_ebay_back.jpg
sample_20260330_015054_961498_ebay,2026-03-30T01:50:55.289318,10.0,2025 Rasheer Fleming Topps Chrome Blue Wave Refractor Rookie Suns PSA 10 POP 1,eBay auto-import. Query: 2025 topps chrome basketball psa,sample_20260330_015054_961498_ebay_front.jpg,sample_20260330_015054_961498_ebay_back.jpg
sample_20260330_015055_289603_ebay,2026-03-30T01:50:55.679093,10.0,2025 TOPPS CHROME REFRACTOR #251 COOPER FLAGG PSA 10,eBay auto-import. Query: 2025 topps chrome basketball psa,sample_20260330_015055_289603_ebay_front.jpg,sample_20260330_015055_289603_ebay_back.jpg
sample_20260330_015055_680193_ebay,2026-03-30T01:50:55.969728,10.0,2025-26 Topps - 1980-81 Topps Chrome Silver Pack Cooper Flagg #TC-CF (RC) PSA 10,eBay auto-import. Query: 2025 topps chrome basketball psa,sample_20260330_015055_680193_ebay_front.jpg,sample_20260330_015055_680193_ebay_back.jpg
sample_20260330_015056_607863_ebay,2026-03-30T01:50:57.050488,9.0,2025-26 Topps Chrome - Cooper Flagg #251 (RC) PSA 9,eBay auto-import. Query: 2025 topps chrome basketball psa,sample_20260330_015056_607863_ebay_front.jpg,sample_20260330_015056_607863_ebay_back.jpg
sample_20260330_015057_050771_ebay,2026-03-30T01:50:57.455572,9.0,Cooper Flagg Youthquake /99 Green PSA 9 Topps Chrome RC 🔥,eBay auto-import. Query: 2025 topps chrome basketball psa,sample_20260330_015057_050771_ebay_front.jpg,sample_20260330_015057_050771_ebay_back.jpg
sample_20260330_015057_457064_ebay,2026-03-30T01:50:57.874513,9.0,2025-26 Topps Chrome Cooper Flagg Voices Gold Geometric Refractor /50 RC PSA 9,eBay auto-import. Query: 2025 topps chrome basketball psa,sample_20260330_015057_457064_ebay_front.jpg,sample_20260330_015057_457064_ebay_back.jpg
sample_20260330_015057_874793_ebay,2026-03-30T01:50:58.296933,9.0,Stephen Curry 2025-25 Topps Chrome #201 Gold Wave /50 PSA9 MINT Warriors,eBay auto-import. Query: 2025 topps chrome basketball psa,sample_20260330_015057_874793_ebay_front.jpg,sample_20260330_015057_874793_ebay_back.jpg
sample_20260330_015058_297195_ebay,2026-03-30T01:50:58.776923,9.0,2025 TOPPS CHROME GREEN REFRACTOR #251 COOPER FLAGG 33/99 PSA 9 MAVERICKS RC,eBay auto-import. Query: 2025 topps chrome basketball psa,sample_20260330_015058_297195_ebay_front.jpg,sample_20260330_015058_297195_ebay_back.jpg
sample_20260330_015058_777203_ebay,2026-03-30T01:50:59.084590,9.0,Kon Knueppel RC /150 Blue Wave PSA 9 Topps Chrome Rookie 🔥,eBay auto-import. Query: 2025 topps chrome basketball psa,sample_20260330_015058_777203_ebay_front.jpg,sample_20260330_015058_777203_ebay_back.jpg
sample_20260330_015059_084984_ebay,2026-03-30T01:50:59.432432,9.0,2025 Topps Chrome Basketball # 220 Keldon Johnson Refractor PSA 9 Card MINT!,eBay auto-import. Query: 2025 topps chrome basketball psa,sample_20260330_015059_084984_ebay_front.jpg,sample_20260330_015059_084984_ebay_back.jpg
sample_20260330_015059_432687_ebay,2026-03-30T01:50:59.779505,9.0,2025 Topps Chrome Basketball # 253 VJ Edgecombe Raywave PSA 9 Card MINT! RC,eBay auto-import. Query: 2025 topps chrome basketball psa,sample_20260330_015059_432687_ebay_front.jpg,sample_20260330_015059_432687_ebay_back.jpg
sample_20260330_015059_779754_ebay,2026-03-30T01:51:00.161912,9.0,Kon Knueppel RC Auto PSA 9 Topps Chrome Rookie Autograph Hornets,eBay auto-import. Query: 2025 topps chrome basketball psa,sample_20260330_015059_779754_ebay_front.jpg,sample_20260330_015059_779754_ebay_back.jpg
sample_20260330_015100_163110_ebay,2026-03-30T01:51:00.503329,9.0,2025 Topps Chrome Basketball # 185 Tyrese Maxey Refractor PSA 9 Card MINT!,eBay auto-import. Query: 2025 topps chrome basketball psa,sample_20260330_015100_163110_ebay_front.jpg,sample_20260330_015100_163110_ebay_back.jpg
sample_20260330_015100_503578_ebay,2026-03-30T01:51:00.851483,9.0,2025 Topps Chrome Basketball # 185 Tyrese Maxey X-Fractor PSA 9 Card MINT!,eBay auto-import. Query: 2025 topps chrome basketball psa,sample_20260330_015100_503578_ebay_front.jpg,sample_20260330_015100_503578_ebay_back.jpg
sample_20260330_015100_851746_ebay,2026-03-30T01:51:01.165934,9.0,2025 Topps Chrome Basketball # 251 Cooper Flagg X-Fractor PSA 9 Card MINT!,eBay auto-import. Query: 2025 topps chrome basketball psa,sample_20260330_015100_851746_ebay_front.jpg,sample_20260330_015100_851746_ebay_back.jpg
sample_20260330_015101_167225_ebay,2026-03-30T01:51:01.774587,9.0,2025-26 Topps Chrome Loading Shai Gilgeous-Alexander #LD-1 Orange Geo /25 PSA 9,eBay auto-import. Query: 2025 topps chrome basketball psa,sample_20260330_015101_167225_ebay_front.jpg,sample_20260330_015101_167225_ebay_back.jpg
sample_20260330_015101_774865_ebay,2026-03-30T01:51:02.128035,9.0,2025 Topps Chrome # CG-2 Stephen Curry Clutch Gene Aqua Refractor 167/199 PSA 9!,eBay auto-import. Query: 2025 topps chrome basketball psa,sample_20260330_015101_774865_ebay_front.jpg,sample_20260330_015101_774865_ebay_back.jpg
sample_20260330_015102_129014_ebay,2026-03-30T01:51:02.474864,9.0,2025-26 Topps Chrome Giannis Antetokounmpo Helix SSP #H-4 Bucks PSA 9,eBay auto-import. Query: 2025 topps chrome basketball psa,sample_20260330_015102_129014_ebay_front.jpg,sample_20260330_015102_129014_ebay_back.jpg
sample_20260330_015102_476455_ebay,2026-03-30T01:51:02.730214,9.0,2025 Topps Chrome #CH-AH Chromographs Al Horford Gold Refractor 38/50 PSA 9 Card,eBay auto-import. Query: 2025 topps chrome basketball psa,sample_20260330_015102_476455_ebay_front.jpg,sample_20260330_015102_476455_ebay_back.jpg
sample_20260330_015102_730590_ebay,2026-03-30T01:51:02.992278,9.0,🔥 KON KNUEPPEL ROOKIE AUTO /75 PSA 9 – PURPLE GEOMETRIC – TOPPS CHROME 🔥,eBay auto-import. Query: 2025 topps chrome basketball psa,sample_20260330_015102_730590_ebay_front.jpg,sample_20260330_015102_730590_ebay_back.jpg
sample_20260330_015102_992556_ebay,2026-03-30T01:51:03.260043,9.0,2025 Topps Chrome Cooper Flagg Rookie Serenity #SY-11 PSA 9 MAVERICKS,eBay auto-import. Query: 2025 topps chrome basketball psa,sample_20260330_015102_992556_ebay_front.jpg,sample_20260330_015102_992556_ebay_back.jpg
sample_20260330_015103_261017_ebay,2026-03-30T01:51:03.618107,9.0,2025 Topps Chrome Chromographs Rookies Refractor Kon Knueppel PSA SP Autograph,eBay auto-import. Query: 2025 topps chrome basketball psa,sample_20260330_015103_261017_ebay_front.jpg,sample_20260330_015103_261017_ebay_back.jpg
sample_20260330_015103_618384_ebay,2026-03-30T01:51:04.059569,9.0,2025 TOPPS CHROME X-FRACTOR #251 COOPER FLAGG PSA 9,eBay auto-import. Query: 2025 topps chrome basketball psa,sample_20260330_015103_618384_ebay_front.jpg,sample_20260330_015103_618384_ebay_back.jpg
sample_20260330_015104_059883_ebay,2026-03-30T01:51:04.476202,9.0,2025 Topps Chrome Stratospheric Signatures Rookies Refractor Kon Knueppel PSA,eBay auto-import. Query: 2025 topps chrome basketball psa,sample_20260330_015104_059883_ebay_front.jpg,sample_20260330_015104_059883_ebay_back.jpg
sample_20260330_015104_476488_ebay,2026-03-30T01:51:04.902048,9.0,2025-26 Topps Chrome - Cooper Flagg #251 Pulsar Refractor (RC) PSA 9 Mavericks ,eBay auto-import. Query: 2025 topps chrome basketball psa,sample_20260330_015104_476488_ebay_front.jpg,sample_20260330_015104_476488_ebay_back.jpg
sample_20260330_015104_902385_ebay,2026-03-30T01:51:05.261512,9.0,2025 TOPPS CHROME KON KNUEPPEL GOLD WAVE /50 PSA 9,eBay auto-import. Query: 2025 topps chrome basketball psa,sample_20260330_015104_902385_ebay_front.jpg,sample_20260330_015104_902385_ebay_back.jpg
sample_20260330_015105_261896_ebay,2026-03-30T01:51:05.484860,9.0,2025 Topps Chrome Basketball Refractor - VICTOR WEMBANYAMA #221 - PSA 9 MINT,eBay auto-import. Query: 2025 topps chrome basketball psa,sample_20260330_015105_261896_ebay_front.jpg,sample_20260330_015105_261896_ebay_back.jpg
sample_20260330_015105_485157_ebay,2026-03-30T01:51:05.759892,9.0,2025 TOPPS CHROME DESTINY AQUA REFRACTOR COOPER FLAGG ROOKIE RC /199 PSA 9 🔥💎,eBay auto-import. Query: 2025 topps chrome basketball psa,sample_20260330_015105_485157_ebay_front.jpg,sample_20260330_015105_485157_ebay_back.jpg
sample_20260330_015105_760382_ebay,2026-03-30T01:51:05.990978,9.0,2025 TOPPS CHROME X-FRACTOR #255 ACE BAILEY ROOKIE RC PSA 9,eBay auto-import. Query: 2025 topps chrome basketball psa,sample_20260330_015105_760382_ebay_front.jpg,sample_20260330_015105_760382_ebay_back.jpg
sample_20260330_015105_991333_ebay,2026-03-30T01:51:06.344876,9.0,2025-26 Topps Chrome - VJ Edgecombe Yellow RayWave Refractor /275 PSA 9 RC 🔥💎,eBay auto-import. Query: 2025 topps chrome basketball psa,sample_20260330_015105_991333_ebay_front.jpg,sample_20260330_015105_991333_ebay_back.jpg
sample_20260330_015106_345239_ebay,2026-03-30T01:51:06.610516,9.0,2025 Topps Chrome Kon Knueppel Auto Rookie Geometric #NS-KK PSA 9 Hornets,eBay auto-import. Query: 2025 topps chrome basketball psa,sample_20260330_015106_345239_ebay_front.jpg,sample_20260330_015106_345239_ebay_back.jpg
sample_20260330_015106_610788_ebay,2026-03-30T01:51:06.933942,9.0,2025-26 Topps Chrome - Serenity Dylan Harper #SY-12 (RC) PSA9,eBay auto-import. Query: 2025 topps chrome basketball psa,sample_20260330_015106_610788_ebay_front.jpg,sample_20260330_015106_610788_ebay_back.jpg
sample_20260330_015106_935286_ebay,2026-03-30T01:51:07.210123,9.0,2025-26 Topps Chrome Cooper Flagg Dallas Mavericks Paradox Rookie #PX-21 PSA 9,eBay auto-import. Query: 2025 topps chrome basketball psa,sample_20260330_015106_935286_ebay_front.jpg,sample_20260330_015106_935286_ebay_back.jpg
sample_20260330_015107_210519_ebay,2026-03-30T01:51:07.435708,9.0,2025 TOPPS CHROME PURPLE REFRACTOR #127 LEBRON JAMES 65/75 PSA 9,eBay auto-import. Query: 2025 topps chrome basketball psa,sample_20260330_015107_210519_ebay_front.jpg,sample_20260330_015107_210519_ebay_back.jpg
sample_20260330_015107_436067_ebay,2026-03-30T01:51:07.682699,9.0,2025 Topps Chrome Jeremiah Fears Orange Refractor #/25 Psa 9,eBay auto-import. Query: 2025 topps chrome basketball psa,sample_20260330_015107_436067_ebay_front.jpg,sample_20260330_015107_436067_ebay_back.jpg
sample_20260330_015107_684405_ebay,2026-03-30T01:51:07.965620,9.0,2025 Topps Chrome DYLAN HARPER RADIATING ROOKIES CASE HIT SSP PSA 9 RC SPURS,eBay auto-import. Query: 2025 topps chrome basketball psa,sample_20260330_015107_684405_ebay_front.jpg,sample_20260330_015107_684405_ebay_back.jpg
sample_20260330_015107_965925_ebay,2026-03-30T01:51:08.179306,9.0,2025-26 Topps Chrome - Kon Knueppel #254 X-Fractor (RC) PSA 9,eBay auto-import. Query: 2025 topps chrome basketball psa,sample_20260330_015107_965925_ebay_front.jpg,sample_20260330_015107_965925_ebay_back.jpg
sample_20260330_015108_179582_ebay,2026-03-30T01:51:08.383929,9.0,2025 TOPPS CHROME SAPPHIRE ED #127 LEBRON JAMES PSA 9,eBay auto-import. Query: 2025 topps chrome basketball psa,sample_20260330_015108_179582_ebay_front.jpg,sample_20260330_015108_179582_ebay_back.jpg
sample_20260330_015108_384239_ebay,2026-03-30T01:51:08.627262,9.0,2025-26 Topps Chrome Nikola Jokic Orange Geometric On Card Auto  /25 PSA 9,eBay auto-import. Query: 2025 topps chrome basketball psa,sample_20260330_015108_384239_ebay_front.jpg,sample_20260330_015108_384239_ebay_back.jpg
sample_20260330_015108_628819_ebay,2026-03-30T01:51:08.880331,9.0,Franz Wagner Refractor PSA 9 2025 Topps Chrome #116 Magic NBA Clean Slab,eBay auto-import. Query: 2025 topps chrome basketball psa,sample_20260330_015108_628819_ebay_front.jpg,sample_20260330_015108_628819_ebay_back.jpg
sample_20260330_015108_880709_ebay,2026-03-30T01:51:09.148298,9.0,2025-26 Topps Chrome - Generation Rising Tre Johnson #GR-6 Red /5 RC PSA 9 POP 1,eBay auto-import. Query: 2025 topps chrome basketball psa,sample_20260330_015108_880709_ebay_front.jpg,sample_20260330_015108_880709_ebay_back.jpg
sample_20260330_015109_148577_ebay,2026-03-30T01:51:09.349828,9.0,2025 TOPPS CHROME #254 KON KNUEPPEL X-FRACTOR PSA 9,eBay auto-import. Query: 2025 topps chrome basketball psa,sample_20260330_015109_148577_ebay_front.jpg,sample_20260330_015109_148577_ebay_back.jpg
sample_20260330_015109_350129_ebay,2026-03-30T01:51:09.649075,9.0,2025-26 TOPPS CHROME COOPER FLAGG REFRACTOR #251 PSA 9 RC,eBay auto-import. Query: 2025 topps chrome basketball psa,sample_20260330_015109_350129_ebay_front.jpg,sample_20260330_015109_350129_ebay_back.jpg
sample_20260330_015109_650442_ebay,2026-03-30T01:51:09.952470,9.0,2025-26 TOPPS CHROME COOPER FLAGG ROOKIE AUTOGRAPH #TCAR-CF PSA 9,eBay auto-import. Query: 2025 topps chrome basketball psa,sample_20260330_015109_650442_ebay_front.jpg,sample_20260330_015109_650442_ebay_back.jpg
sample_20260330_015109_952822_ebay,2026-03-30T01:51:10.325643,9.0,2025-26 Cooper Flagg Topps Chrome Go Time #GT-16 Aqua Refractor /199 (RC) PSA 9,eBay auto-import. Query: 2025 topps chrome basketball psa,sample_20260330_015109_952822_ebay_front.jpg,sample_20260330_015109_952822_ebay_back.jpg
sample_20260330_015110_326614_ebay,2026-03-30T01:51:10.730002,9.0,2025 Topps Chrome Cooper Flagg REFRACTOR Rookie RC Mavericks - PSA 9 MINT #251,eBay auto-import. Query: 2025 topps chrome basketball psa,sample_20260330_015110_326614_ebay_front.jpg,sample_20260330_015110_326614_ebay_back.jpg
sample_20260330_015110_730376_ebay,2026-03-30T01:51:11.082625,9.0,2025-26 Topps Chrome Dylan Harper Spurs X-Fractor Rookie PSA 9 #252 Basketball,eBay auto-import. Query: 2025 topps chrome basketball psa,sample_20260330_015110_730376_ebay_front.jpg,sample_20260330_015110_730376_ebay_back.jpg
sample_20260330_015111_084532_ebay,2026-03-30T01:51:11.597284,9.0,2025-26 Topps Chrome Inspirational Cooper Flagg Mavericks Rookie PSA 9 #IP-18,eBay auto-import. Query: 2025 topps chrome basketball psa,sample_20260330_015111_084532_ebay_front.jpg,sample_20260330_015111_084532_ebay_back.jpg
sample_20260330_015111_598803_ebay,2026-03-30T01:51:11.867303,9.0,2025-26 Topps Chrome Ball of Duty Cooper Flagg Mavericks Rookie PSA 9 #BD-21,eBay auto-import. Query: 2025 topps chrome basketball psa,sample_20260330_015111_598803_ebay_front.jpg,sample_20260330_015111_598803_ebay_back.jpg
sample_20260330_015111_868020_ebay,2026-03-30T01:51:12.191021,9.0,🔥🔥2024-25 Topps Tyrese Haliburton Instinct Superfractor 1/1 PSA 9 #INS-16,eBay auto-import. Query: 2025 topps chrome basketball psa,sample_20260330_015111_868020_ebay_front.jpg,sample_20260330_015111_868020_ebay_back.jpg
sample_20260330_015112_191335_ebay,2026-03-30T01:51:12.570148,9.0,2025-26 Topps Chrome Voices Cooper Flagg Mavericks Rookie Insert PSA 9 #VS-6,eBay auto-import. Query: 2025 topps chrome basketball psa,sample_20260330_015112_191335_ebay_front.jpg,sample_20260330_015112_191335_ebay_back.jpg
sample_20260330_015112_570445_ebay,2026-03-30T01:51:12.873157,9.0,2025 TOPPS CHROME GREEN REFRACTOR #251 COOPER FLAGG 87/99 PSA 9,eBay auto-import. Query: 2025 topps chrome basketball psa,sample_20260330_015112_570445_ebay_front.jpg,sample_20260330_015112_570445_ebay_back.jpg
sample_20260330_015112_873466_ebay,2026-03-30T01:51:13.185780,9.0,2025-26 Topps Chrome Destiny Cooper Flagg Mavericks Rookie PSA 9 #D-1,eBay auto-import. Query: 2025 topps chrome basketball psa,sample_20260330_015112_873466_ebay_front.jpg,sample_20260330_015112_873466_ebay_back.jpg
sample_20260330_015113_665167_ebay,2026-03-30T01:51:13.949510,8.5,2025 TOPPS CHROME GOLD WAVE REFRACTOR #257 JEREMIAH FEARS (RC) /50 PSA 8.5,eBay auto-import. Query: 2025 topps chrome basketball psa,sample_20260330_015113_665167_ebay_front.jpg,sample_20260330_015113_665167_ebay_back.jpg
sample_20260330_015113_949786_ebay,2026-03-30T01:51:14.182970,8.5,2025 Topps Chrome Lebron James #127 1st Day Issue /12 PSA 8.5 Bookend,eBay auto-import. Query: 2025 topps chrome basketball psa,sample_20260330_015113_949786_ebay_front.jpg,sample_20260330_015113_949786_ebay_back.jpg
sample_20260330_015114_183783_ebay,2026-03-30T01:51:14.459804,8.5,2025 Topps Chrome Luke Kennard 1st Day Issue PSA 8.5 4/12 #117,eBay auto-import. Query: 2025 topps chrome basketball psa,sample_20260330_015114_183783_ebay_front.jpg,sample_20260330_015114_183783_ebay_back.jpg
sample_20260330_015114_460062_ebay,2026-03-30T01:51:14.752960,8.5,2025-26 TOPPS CHROME KON KNUEPPEL ORANGE REFRACTOR ROOKIE AUTO RC /25 PSA 8.5,eBay auto-import. Query: 2025 topps chrome basketball psa,sample_20260330_015114_460062_ebay_front.jpg,sample_20260330_015114_460062_ebay_back.jpg
sample_20260330_015114_753332_ebay,2026-03-30T01:51:15.012839,8.5,2025 Topps Chrome - Donovan Mitchell Paradox PX-7 Chrome PSA 8.5 Insert Hologram,eBay auto-import. Query: 2025 topps chrome basketball psa,sample_20260330_015114_753332_ebay_front.jpg,sample_20260330_015114_753332_ebay_back.jpg
sample_20260330_015115_014488_ebay,2026-03-30T01:51:15.315882,8.5,2025 TOPPS CHROME CHROMOGRAPHS PURPLE REFRACTOR JORDAN POOLE 65/75 PSA 8.5,eBay auto-import. Query: 2025 topps chrome basketball psa,sample_20260330_015115_014488_ebay_front.jpg,sample_20260330_015115_014488_ebay_back.jpg
sample_20260330_015115_316145_ebay,2026-03-30T01:51:15.639520,8.5,2025 TOPPS CHROME IMAGE VAR-RED SPECKLE #262 NOA ESSENGUE 2/5 PSA 8.5,eBay auto-import. Query: 2025 topps chrome basketball psa,sample_20260330_015115_316145_ebay_front.jpg,sample_20260330_015115_316145_ebay_back.jpg
sample_20260330_015115_640886_ebay,2026-03-30T01:51:16.029080,8.5,2025 Topps Chrome Lebron James First Day Issue Silver 12/12 PSA 8.5,eBay auto-import. Query: 2025 topps chrome basketball psa,sample_20260330_015115_640886_ebay_front.jpg,sample_20260330_015115_640886_ebay_back.jpg
sample_20260330_015116_646267_ebay,2026-03-30T01:51:17.000851,8.0,Kon Knueppel Radiating Rookies PSA 8 Topps Chrome RC Hornets 🔥,eBay auto-import. Query: 2025 topps chrome basketball psa,sample_20260330_015116_646267_ebay_front.jpg,sample_20260330_015116_646267_ebay_back.jpg
sample_20260330_015117_001103_ebay,2026-03-30T01:51:17.237295,8.0,Cooper Flagg Auto /50 Gold PSA 8 Auto 10 Topps Chrome RC 🔥 Geo,eBay auto-import. Query: 2025 topps chrome basketball psa,sample_20260330_015117_001103_ebay_front.jpg,sample_20260330_015117_001103_ebay_back.jpg
sample_20260330_015117_239297_ebay,2026-03-30T01:51:17.508874,8.0,2025 TOPPS CHROME ULTRA VIOLET #UV-3 KEVIN DURANT PSA 8,eBay auto-import. Query: 2025 topps chrome basketball psa,sample_20260330_015117_239297_ebay_front.jpg,sample_20260330_015117_239297_ebay_back.jpg
sample_20260330_015117_509157_ebay,2026-03-30T01:51:17.756349,8.0,2025 TOPPS CHROME 141 SHAI GILGEOUS-ALEXANDER BLUE REFRACTOR /150 PSA 8,eBay auto-import. Query: 2025 topps chrome basketball psa,sample_20260330_015117_509157_ebay_front.jpg,sample_20260330_015117_509157_ebay_back.jpg
sample_20260330_015117_756620_ebay,2026-03-30T01:51:18.009372,8.0,2025 Topps Chrome Basketball # 202 Devin Vassell X-Fractor PSA 8 Card NM-MINT!,eBay auto-import. Query: 2025 topps chrome basketball psa,sample_20260330_015117_756620_ebay_front.jpg,sample_20260330_015117_756620_ebay_back.jpg
sample_20260330_015118_009695_ebay,2026-03-30T01:51:18.351896,8.0,Cooper Flagg RC /50 Gold Geometric PSA 8 Topps Chrome Generation Rising,eBay auto-import. Query: 2025 topps chrome basketball psa,sample_20260330_015118_009695_ebay_front.jpg,sample_20260330_015118_009695_ebay_back.jpg
sample_20260330_015118_352226_ebay,2026-03-30T01:51:18.619938,8.0, SSP /25! 2025-26 Topps Chrome Orange Refractor Kon Knueppel /25 PSA 8,eBay auto-import. Query: 2025 topps chrome basketball psa,sample_20260330_015118_352226_ebay_front.jpg,sample_20260330_015118_352226_ebay_back.jpg
sample_20260330_015118_621504_ebay,2026-03-30T01:51:18.887111,8.0,2025-26 Topps Chrome Cooper Flagg Purple Geometric Voices Rookie RC /75 PSA 8,eBay auto-import. Query: 2025 topps chrome basketball psa,sample_20260330_015118_621504_ebay_front.jpg,sample_20260330_015118_621504_ebay_back.jpg
sample_20260330_015118_889066_ebay,2026-03-30T01:51:19.117653,8.0,2025 TOPPS CHROME CHROMOGRAPHS ROOKIES PURPLE REFRACTOR KON KNUEPPEL 8/75 PSA 10,eBay auto-import. Query: 2025 topps chrome basketball psa,sample_20260330_015118_889066_ebay_front.jpg,sample_20260330_015118_889066_ebay_back.jpg
sample_20260330_015119_118132_ebay,2026-03-30T01:51:19.391748,8.0,2025 Cooper Flagg  Topps Purple Geometric Refractor RC Auto /75 PSA 8 Auto 10,eBay auto-import. Query: 2025 topps chrome basketball psa,sample_20260330_015119_118132_ebay_front.jpg,sample_20260330_015119_118132_ebay_back.jpg
